"","Author","Year","Title","Journal","Volume","Issue","Pages"
"66878","Weinert, L. A., Welch, J. J., Suchard, M. A., Lemey, P., Rambaut, A. and Fitzgerald, J. R.",2012,"Molecular dating of human-to-bovid host jumps by Staphylococcus aureus reveals an association with the spread of domestication","Biology Letters","8"," 5 ","829-832"
"73199","Ness, J. H., Morales, M. A., Kenison, E., Leduc, E., Leipzig-Scott, P., Rollinson, E., Swimm, B. J. and von Allmen, D. R.",2013,"Reciprocally beneficial interactions between introduced plants and ants are induced by the presence of a third introduced species","Oikos","122"," 5 ","695-704"
"41808","Verbeke, T. and De Clercq, M.",2006,"The income-environment relationship: Evidence from a binary response model","Ecological Economics","59","4","419-428"
"35851","Moreno, S., Villafuerte, R., Cabezas, S. and Lombardi, L.",2004,"Wild rabbit restocking for predator conservation in Spain","Biological Conservation","118","2","183-193"
"38056","West, T. O. and McBride, A. C.",2005,"The contribution of agricultural lime to carbon dioxide emissions in the United States: dissolution, transport, and net emissions","Agriculture Ecosystems & Environment","108","2","145-154"
"46434","Ranjan, R. and Shortle, J.",2007,"The environmental Kuznets curve when the environment exhibits hysteresis","Ecological Economics","64"," 1 ","204-215"
"45659","Vardon, M., Lenzen, M., Peevor, S. and Creaser, M.",2007,"Water accounting in Australia","Ecological Economics","61","4","650-659"
"66860","Weyhenmeyer, G. A., Froberg, M., Karltun, E., Khalili, M., Kothawala, D., Temnerud, J. and Tranvik, L. J.",2012,"Selective decay of terrestrial organic carbon during transport from land to sea","Global Change Biology","18"," 1 ","349-355"
"74337","Hutter, C. R., Guayasamin, J. M. and Wiens, J. J.",2013,"Explaining Andean megadiversity: the evolutionary and ecological causes of glassfrog elevational richness patterns","Ecology Letters","16"," 9 ","1135-1144"
"74434","Hofmann, A. F., Peltzer, E. T. and Brewer, P. G.",2013,"Kinetic bottlenecks to respiratory exchange rates in the deep-sea - Part 1: Oxygen","Biogeosciences","10"," 7 ","5049-5060"
"61778","Beauchamp, G.",2010,"Group-foraging is not associated with longevity in North American birds","Biology Letters","6"," 1 ","42-44"
"40162","Haussmann, M. F., Winkler, D. W. and Vleck, C. M.",2005,"Longer telomeres associated with higher survival in birds","Biology Letters","1","2","212-214"
"48803","Carrete, M., Grande, J. M., Tella, J. L., Sanchez-Zapata, J. A., Donazar, J. A., Diaz-Delgadoa, R. and Romo, A.",2007,"Habitat, human pressure, and social behavior: Partialling out factors affecting large-scale territory extinction in an endangered vulture","Biological Conservation","136"," 1 ","143-154"
"35635","Padmawathe, R., Qureshi, Q. and Rawat, G. S.",2004,"Effects of selective logging on vascular epiphyte diversity in a moist lowland forest of Eastern Himalaya, India","Biological Conservation","119","1","81-92"
"61840","Barber, B. R. and Klicka, J.",2010,"Two pulses of diversification across the Isthmus of Tehuantepec in a montane Mexican bird fauna","Proceedings of the Royal Society B-Biological Sciences","277"," 1694 ","2675-2681"
"62104","Zalamea, P. C., Munoz, F., Stevenson, P. R., Paine, C. E. T., Sarmiento, C., Sabatier, D. and Heuret, P.",2011,"Continental-scale patterns of Cecropia reproductive phenology: evidence from herbarium specimens","Proceedings of the Royal Society B-Biological Sciences","278"," 1717 ","2437-2445"
"70914","Boettiger, C. and Lang, D. T.",2012,"Treebase: an R package for discovery, access and manipulation of online phylogenies","Methods in Ecology and Evolution","3"," 6 ","1060-1066"
"39493","Matthews, R. B. and Pilbeam, C.",2005,"Modelling the long-term productivity and soil fertility of maize/millet cropping systems in the mid-hills of Nepal","Agriculture Ecosystems & Environment","111"," 1-4 ","119-139"
"39232","Noguez, A. M., Arita, H. T., Escalante, A. E., Forney, L. J., Garcia-Oliva, F. and Souza, V.",2005,"Microbial macroecology: highly structured prokaryotic soil assemblages in a tropical deciduous forest","Global Ecology and Biogeography","14","3","241-248"
"75408","Darnell, M. Z., Fowler, K. K. and Munguia, P.",2013,"Sex-specific thermal constraints on fiddler crab behavior","Behavioral Ecology","24"," 4 ","997-1003"
"46655","Papes, M. and Gaubert, P.",2007,"Modelling ecological niches from low numbers of occurrences: assessment of the conservation status of poorly known viverrids (Mammalia, Carnivora) across two continents","Diversity and Distributions","13"," 6 ","890-902"
"47937","Hamback, P. A., Vogt, M., Tscharntke, T., Thies, C. and Englund, G.",2007,"Top-down and bottom-up effects on the spatiotemporal dynamics of cereal aphids: testing scaling theory for local density","Oikos","116"," 12 ","1995-2006"
"69810","Goodman, A., Koupil, I. and Lawson, D. W.",2012,"Low fertility increases descendant socioeconomic position but reduces long-term fitness in a modern post-industrial society","Proceedings of the Royal Society B-Biological Sciences","279"," 1746 ","4342-4351"
"72295","Simmons, L. W., Thomas, M. L., Simmons, F. W. and Zuk, M.",2013,"Female preferences for acoustic and olfactory signals during courtship: male crickets send multiple messages","Behavioral Ecology","24"," 5 ","1099-1107"
"46004","Soberon, J. and Medellin, R. A.",2007,"Categorization systems of threatened species","Conservation Biology","21","5","1366-1367"
"70319","Di Minin, E. and Moilanen, A.",2012,"Empirical evidence for reduced protection levels across biodiversity features from target-based conservation planning","Biological Conservation","153"," ","187-191"
"53709","van Rensburg, I.",2009,"Spatial congruence between ecotones and range-restricted species: implications for conservation biogeography at the sub-continental scale (vol 15, pg 379, 2009)","Diversity and Distributions","15"," 5 ","915-915"
"78268","Dwyer, J. F., Harness, R. E. and Donohue, K.",2014,"Predictive Model of Avian Electrocution Risk on Overhead Power Lines","Conservation Biology","28"," 1 ","159-168"
"37532","Brock, R. E. and Kelt, D. A.",2004,"Keystone effects of the endangered Stephens' kangaroo rat (Dipodomys stephensi)","Biological Conservation","116","1","131-139"
"67584","Schreiber, S. J.",2012,"The Evolution of Patch Selection in Stochastic Environments","American Naturalist","180"," 1 ","17-34"
"54614","Pfaller, J. B., Limpus, C. J. and Bjorndal, K. A.",2009,"Nest-Site Selection in Individual Loggerhead Turtles and Consequences for Doomed-Egg Relocation","Conservation Biology","23"," 1 ","72-80"
"55650","Kingsford, R. T., Watson, J. E. M., Lundquist, C. J., Venter, O., Hughes, L., Johnston, E. L., Atherton, J., Gawel, M., Keith, D. A., Mackey, B. G., Morley, C., Possingham, H. P., Raynor, B., Recher, H. F. and Wilson, K. A.",2009,"Major Conservation Policy Issues for Biodiversity in Oceania","Conservation Biology","23"," 4 ","834-840"
"51571","Kallio, A. M. I., Hanninen, R., Vainikainen, N. and Luque, S.",2008,"Biodiversity value and the optimal location of forest conservation sites in Southern Finland","Ecological Economics","67"," 2 ","232-243"
"60721","Fuxjager, M. J. and Marler, C. A.",2010,"How and why the winner effect forms: influences of contest environment and species differences","Behavioral Ecology","21"," 1 ","37-45"
"77395","Misumi, K., Lindsay, K., Moore, J. K., Doney, S. C., Bryan, F. O., Tsumune, D. and Yoshida, Y.",2014,"The iron budget in ocean surface waters in the 20th and 21st centuries: projections by the Community Earth System Model version 1","Biogeosciences","11"," 1 ","33-55"
"64406","Krug, S. A., Schulz, K. G. and Riebesell, U.",2011,"Effects of changes in carbonate chemistry speciation on Coccolithus braarudii: a discussion of coccolithophorid sensitivities","Biogeosciences","8"," 3 ","771-777"
"77398","Milot, E., Cohen, A. A., Vezina, F., Buehler, D. M., Matson, K. D. and Piersma, T.",2014,"A novel integrative method for measuring body condition in ecological studies based on physiological dysregulation","Methods in Ecology and Evolution","5"," 2 ","146-155"
"67755","Rossetti, V. and Bagheri, H. C.",2012,"Advantages of the division of labour for the long-term population dynamics of cyanobacteria at different latitudes","Proceedings of the Royal Society B-Biological Sciences","279"," 1742 ","3457-3466"
"42095","Southall, E. J., Sims, D. W., Witt, M. J. and Metcalfe, J. D.",2006,"Seasonal space-use estimates of basking sharks in relation to protection and political-economic zones in the north-east Atlantic","Biological Conservation","132","1","33-39"
"65868","Costello, M. J. and Baker, C. S.",2011,"Who eats sea meat? Expanding human consumption of marine mammals","Biological Conservation","144"," 12 ","2745-2746"
"37337","Cleveland, C. C., Neff, J. C., Townsend, A. R. and Hood, E.",2004,"Composition, dynamics, and fate of leached dissolved organic matter in terrestrial ecosystems: Results from a decomposition experiment","Ecosystems","7","3","275-285"
"47712","Huey, R. B. and Pianka, E. R.",2007,"Natural history miscellany - Lizard thermal biology: Do genders differ?","American Naturalist","170"," 3 ","473-478"
"61831","Barlow, A. C. D., Greenwood, C. J., Ahmad, I. U. and Smith, J. L. D.",2010,"Use of an Action-Selection Framework for Human-Carnivore Conflict in the Bangladesh Sundarbans","Conservation Biology","24"," 5 ","1338-1347"
"49587","Walter, A., Elgar, M. A., Bliss, P. and Moritz, R. F. A.",2008,"Wrap attack activates web-decorating behavior in Argiope spiders","Behavioral Ecology","19"," 4 ","799-804"
"62715","Su, B. and Ang, B. W.",2011,"Multi-region input-output analysis of CO2 emissions embodied in trade: The feedback effects","Ecological Economics","71"," ","42-53"
"54086","Shipley, B.",2009,"Limitations of entropy maximization in ecology: a reply to Haegeman and Loreau","Oikos","118"," 1 ","152-159"
"57995","Vina, A., Tuanmu, M. N., Xu, W. H., Li, Y., Ouyang, Z. Y., DeFries, R. and Liu, J. G.",2010,"Range-wide analysis of wildlife habitat: Implications for conservation","Biological Conservation","143"," 9 ","1960-1969"
"36086","Mabry, C. M.",2004,"The number and size of seeds in common versus restricted woodland herbaceous species in central Iowa, USA","Oikos","107","3","497-504"
"70197","Edelaar, P., Serrano, D., Carrete, M., Blas, J., Potti, J. and Tella, J. L.",2012,"Tonic immobility is a measure of boldness toward predators: an application of Bayesian structural equation modeling","Behavioral Ecology","23"," 3 ","619-626"
"56435","Fox, H. E., Kareiva, P., Silliman, B., Hitt, J., Lytle, D. A., Halpern, B. S., Hawkes, C. V., Lawler, J., Neel, M., Olden, J. D., Schlaepfer, M. A., Smith, K. and Tallis, H.",2009,"Why do we fly? Ecologists' sins of emission","Frontiers in Ecology and the Environment","7"," 6 ","294-296"
"46873","Morris, S. J., Bohm, S., Haile-Mariam, S. and Paul, E. A.",2007,"Evaluation of carbon accrual in afforested agricultural soils","Global Change Biology","13"," 6 ","1145-1156"
"52070","Gomez, J. M., Bosch, J., Perfectti, F., Fernandez, J. D., Abdelaziz, M. and Camacho, J. P. M.",2008,"Spatial variation in selection on corolla shape in a generalist plant is promoted by the preference patterns of its local pollinators","Proceedings of the Royal Society B-Biological Sciences","275"," 1648 ","2241-2249"
"53656","Vieira, M. V., Olifiers, N., Delciellos, A. C., Antunes, V. Z., Bernardo, L. R., Grelle, C. E. V. and Cerqueira, R.",2009,"Land use vs. fragment size and isolation as determinants of small mammal composition and richness in Atlantic Forest remnants","Biological Conservation","142"," 6 ","1191-1200"
"62361","Walker, K. J. and Pinches, C. E.",2011,"Reduced grazing and the decline of Pulsatilla vulgaris Mill. (Ranunculaceae) in England, UK","Biological Conservation","144"," 12 ","3098-3105"
"55422","Lendvai, A. Z., Barta, Z. and Chastel, O.",2009,"Conflict over parental care in house sparrows: do females use a negotiation rule?","Behavioral Ecology","20"," 3 ","651-656"
"37952","Xiao, Y., Xie, G. D., Lu, C. X., Ding, X. Z. and Lu, Y.",2005,"The value of gas exchange as a service by rice paddies in suburban Shanghai, PR China","Agriculture Ecosystems & Environment","109"," 3-4 ","273-283"
"66883","Webber, B. L., Yates, C. J., Le Maitre, D. C., Scott, J. K., Kriticos, D. J., Ota, N., McNeill, A., Le Roux, J. J. and Midgley, G. F.",2012,"Modelling horses for novel climate courses: insights from projecting potential distributions of native and alien Australian acacias with correlative and mechanistic models (vol 17, pg 978, 2011)","Diversity and Distributions","18"," 1 ","100-100"
"38805","Rodriguez-Saona, C., Chalmers, J. A., Raj, S. and Thaler, J. S.",2005,"Induced plant responses to multiple damagers: differential effects on an herbivore and its parasitoid","Oecologia","143","4","566-577"
"75422","Dale, V. H., Kline, K. L., Kaffka, S. R. and Langeveld, J. W. A.",2013,"A landscape perspective on sustainability of agricultural systems","Landscape Ecology","28"," 6 ","1111-1123"
"73917","Lasso, E. and Ackerman, J. D.",2013,"Nutrient limitation restricts growth and reproductive output in a tropical montane cloud forest bromeliad: findings from a long-term forest fertilization experiment","Oecologia","171"," 1 ","165-174"
"54951","Morrissey, M. B. and de Kerckhove, D. T.",2009,"The Maintenance of Genetic Variation Due to Asymmetric Gene Flow in Dendritic Metapopulations","American Naturalist","174"," 6 ","875-889"
"77698","Kvile, K. O., Taranto, G. H., Pitcher, T. J. and Morato, T.",2014,"A global assessment of seamount ecosystems knowledge using an ecosystem evaluation framework","Biological Conservation","173"," ","108-120"
"67614","Schlaepfer, D. R., Lauenroth, W. K. and Bradford, J. B.",2012,"Consequences of declining snow accumulation for water balance of mid-latitude dry regions","Global Change Biology","18"," 6 ","1988-1997"
"37397","Cerda, H. and Wright, D. J.",2004,"Modeling the spatial and temporal location of refugia to manage resistance in Bt transgenic crops","Agriculture Ecosystems & Environment","102","2","163-174"
"34893","Trousdale, W. and Gregory, R.",2004,"Property evaluation and biodiversity conservation - Decision support for making hard choices","Ecological Economics","48","3","279-291"
"74651","Gustafson, E. J.",2013,"When relationships estimated in the past cannot be used to predict the future: using mechanistic models to predict landscape ecological dynamics in a changing world","Landscape Ecology","28"," 8 ","1429-1437"
"63401","Plard, F., Bonenfant, C. and Gaillard, J. M.",2011,"Revisiting the allometry of antlers among deer species: male-male sexual competition as a driver","Oikos","120"," 4 ","601-606"
"47650","Jackson, S. T.",2007,"Looking forward from the past: history, ecology, and conservation","Frontiers in Ecology and the Environment","5"," 9 ","455-455"
"47764","Hogan, D. M. and Walbridge, M. R.",2007,"Urbanization and nutrient retention in freshwater riparian wetlands","Ecological Applications","17"," 4 ","1142-1155"
"57616","Agrawal, A. F.",2009,"Spatial Heterogeneity and the Evolution of Sex in Diploids","American Naturalist","174"," ","S54-S70"
"44411","Ellison, K.",2006,"Solar power: the future looks bright","Frontiers in Ecology and the Environment","4","8","448-448"
"61028","Dreiss, A., Henry, I., Ruppli, C., Almasi, B. and Roulin, A.",2010,"Darker eumelanic barn owls better withstand food depletion through resistance to food deprivation and lower appetite","Oecologia","164"," 1 ","65-71"
"72207","Sorek, M., Yacobi, Y. Z., Roopin, M., Berman-Frank, I. and Levy, O.",2013,"Photosynthetic circadian rhythmicity patterns of Symbiodium, the coral endosymbiotic algae (vol 280, 20122942, 2013)","Proceedings of the Royal Society B-Biological Sciences","280"," 1762 ",""
"66737","Yang, H. J., Jiang, L., Li, L. H., Li, A., Wu, M. Y. and Wan, S. Q.",2012,"Diversity-dependent stability under mowing and nutrient addition: evidence from a 7-year grassland experiment","Ecology Letters","15"," 6 ","619-626"
"53613","Wakefield, E. D., Phillips, R. A., Matthiopoulos, J., Fukuda, A., Higuchi, H., Marshall, G. J. and Trathan, P. N.",2009,"Wind field and sex constrain the flight speeds of central-place foraging albatrosses","Ecological Monographs","79"," 4 ","663-679"
"44061","Griffin, C. A. M. and Thaler, J. S.",2006,"Insect predators affect plant resistance via density- and trait-mediated indirect interactions","Ecology Letters","9","3","335-343"
"53200","Azeria, E. T. and Kolasa, J.",2008,"Nestedness, niche metrics and temporal dynamics of a metacommunity in a dynamic natural model system","Oikos","117"," 7 ","1006-1019"
"55946","Holopainen, J. K., Semiz, G. and Blande, J. D.",2009,"Life-history strategies affect aphid preference for yellowing leaves","Biology Letters","5"," 5 ","603-605"
"68836","Liu, X. J., Li, J. L., Xiang, L., Sun, J., Zheng, G. L., Zhang, G. Y., Wang, H. Z., Xie, L. P. and Zhang, R. Q.",2012,"The role of matrix proteins in the control of nacreous layer deposition during pearl formation","Proceedings of the Royal Society B-Biological Sciences","279"," 1730 ","1000-1007"
"47340","Lapka, M. and Cudlinova, E.",2007,"The emerging role of post-classical approaches in agriculture and their possible application: Case from Nove Hrady, Czech Republic","Agriculture Ecosystems & Environment","119"," 3-4 ","373-382"
"60680","Garroway, C. J., Bowman, J., Cascaden, T. J., Holloway, G. L., Mahan, C. G., Malcolm, J. R., Steele, M. A., Turner, G. and Wilson, P. J.",2010,"Climate change induced hybridization in flying squirrels","Global Change Biology","16"," 1 ","113-121"
"73924","Larson, A. J., Belote, R. T., Cansler, C. A., Parks, S. A. and Dietz, M. S.",2013,"Latent resilience in ponderosa pine forest: effects of resumed frequent fire","Ecological Applications","23"," 6 ","1243-1249"
"77198","Peck, R. M.",2014,"Ruth Patrick (1907-2013) In Memoriam","American Naturalist","183"," 2 ",""
"63644","O'brien, P.",2011,"Reaching the US Public through Their Patriotism, Pastors, and Pockets","Conservation Biology","25"," 6 ","1108-1111"
"72161","Stegen, J. C., Freestone, A. L., Crist, T. O., Anderson, M. J., Chase, J. M., Comita, L. S., Cornell, H. V., Davies, K. F., Harrison, S. P., Hurlbert, A. H., Inouye, B. D., Kraft, N. J. B., Myers, J. A., Sanders, N. J., Swenson, N. G. and Vellend, M.",2013,"Stochastic and deterministic drivers of spatial and temporal turnover in breeding bird communities","Global Ecology and Biogeography","22"," 2 ","202-212"
"67980","Price-Rees, S. J., Brown, G. P. and Shine, R.",2012,"Interacting Impacts of Invasive Plants and Invasive Toads on Native Lizards","American Naturalist","179"," 3 ","413-422"
"64701","Jacobsen, J. B., Lundhede, T. H., Martinsen, L., Hasler, B. and Thorsen, B. J.",2011,"Embedding effects in choice experiment valuations of environmental preservation projects","Ecological Economics","70"," 6 ","1170-1177"
"38515","Singleton, G. R., Sudarmaji, Jacob, J. and Krebs, C. J.",2005,"Integrated management to reduce rodent damage to lowland rice crops in Indonesia","Agriculture Ecosystems & Environment","107","1","75-82"
"63452","Pergl, J., Mullerova, J., Perglova, I., Herben, T. and Pysek, P.",2011,"The role of long-distance seed dispersal in the local population dynamics of an invasive plant species","Diversity and Distributions","17"," 4 ","725-738"
"63700","Newsome, S. D., Miller, G. H., Magee, J. W. and Fogel, M. L.",2011,"Quaternary record of aridity and mean annual precipitation based on delta N-15 in ratite and dromornithid eggshells from Lake Eyre, Australia","Oecologia","167"," 4 ","1151-1162"
"64969","Hanson, J. C.",2011,"Bioeconomics of Invasive Species: Integrating Ecology, Economics, Policy, and Management","Ecological Economics","70"," 12 ","2533-2533"
"63725","Nascimento, F. J. A., Karlson, A. M. L., Naslund, J. and Elmgren, R.",2011,"Diversity of larger consumers enhances interference competition effects on smaller competitors","Oecologia","166"," 2 ","337-347"
"41180","Bolger, D. T., Patten, M. A. and Bostock, D. C.",2005,"Avian reproductive failure in response to an extreme climatic event","Oecologia","142","3","398-406"
"55375","Lindstrom, J., Pike, T. W., Blount, J. D. and Metcalfe, N. B.",2009,"Optimization of Resource Allocation Can Explain the Temporal Dynamics and Honesty of Sexual Signals","American Naturalist","174"," 4 ","515-525"
"43703","Johanson, Z., Long, J. A., Talent, J. A., Janvier, P. and Warren, J. W.",2006,"Oldest coelacanth, from the Early Devonian of Australia","Biology Letters","2","3","443-446"
"46109","Serneels, S., Linderman, M. and Lambin, E. F.",2007,"A multilevel analysis of the impact of land use on interannual land-cover change in East Africa","Ecosystems","10","3","402-418"
"53712","van Oel, P. R., Mekonnen, M. M. and Hoekstra, A. Y.",2009,"The external water footprint of the Netherlands: Geographically-explicit quantification and impact assessment","Ecological Economics","69"," 1 ","82-92"
"67786","Rodriguez, A., Calzada, J., Revilla, E., Lopez-Bao, J. V. and Palomares, F.",2012,"Bringing Science Back to the Conservation of the Iberian Lynx","Conservation Biology","26"," 4 ","737-739"
"40781","Dean, M. N., Wilga, C. D. and Summers, A. P.",2005,"Eating without hands or tongue: specialization, elaboration and the evolution of prey processing mechanisms in cartilaginous fishes","Biology Letters","1","3","357-361"
"58628","Sayer, E. J. and Tanner, E. V. J.",2010,"Experimental investigation of the importance of litterfall in lowland semi-evergreen tropical forest nutrient cycling","Journal of Ecology","98"," 5 ","1052-1062"
"69676","Hamzei, J. and Soltani, J.",2012,"Deficit irrigation of rapeseed for water-saving: Effects on biomass accumulation, light interception and radiation use efficiency under different N rates","Agriculture Ecosystems & Environment","155"," ","153-160"
"54918","Muriel, S. B. and Kattan, G. H.",2009,"Effects of Patch Size and Type of Coffee Matrix on Ithomiine Butterfly Diversity and Dispersal in Cloud-Forest Fragments","Conservation Biology","23"," 4 ","948-956"
"39427","Meiri, S., Dayan, T. and Simberloff, D.",2005,"Area, isolation and body size evolution in insular carnivores","Ecology Letters","8","11","1211-1217"
"57200","Boyden, S. B., Reich, P. B., Puettmann, K. J. and Baker, T. R.",2009,"Effects of density and ontogeny on size and growth ranks of three competing tree species","Journal of Ecology","97"," 2 ","277-288"
"59208","Nystrom, V., Dalen, L., Vartanyan, S., Liden, K., Ryman, N. and Angerbjorn, A.",2010,"Temporal genetic change in the last remaining population of woolly mammoth","Proceedings of the Royal Society B-Biological Sciences","277"," 1692 ","2331-2337"
"40685","Dukas, R.",2005,"Learning affects mate choice in female fruit flies","Behavioral Ecology","16","4","800-804"
"71873","Turnbull, T. L., Barlow, A. M. and Adams, M. A.",2013,"Photosynthetic benefits of ultraviolet-A to Pimelea ligustrina, a woody shrub of sub-alpine Australia","Oecologia","173"," 2 ","375-385"
"75380","de Boer, W. F., van de Koppel, S., de Knegt, H. J. and Dekker, J. J. A.",2013,"Hibernation site requirements of bats in man-made hibernacula in a spatial context","Ecological Applications","23"," 2 ","502-514"
"51457","Koivisto, E., Huitu, O., Sundell, J. and Korpimaki, E.",2008,"Species-specific limitation of vole population growth by least weasel predation: facilitation of coexistence?","Oikos","117"," 1 ","6-12"
"43889","Hengsdijk, H., Meijerink, G. W. and Mosugu, M. E.",2006,"Comment on modelling the effect of soil and water conservation practices in Tigray, Ethiopia (vol 114, pg 407, 2006)","Agriculture Ecosystems & Environment","114"," 2-4 ","412-414"
"74878","Garrick, D., McCann, L. and Pannell, D. J.",2013,"Transaction costs and environmental policy: Taking stock, looking forward","Ecological Economics","88"," ","182-184"
"77212","Paul, M. J., Indic, P. and Schwartz, W. J.",2014,"Social forces can impact the circadian clocks of cohabiting hamsters","Proceedings of the Royal Society B-Biological Sciences","281"," 1779 ",""
"45257","Andren, H., Linnell, J. D. C., Liberg, O., Andersen, R., Danell, A., Karlsson, J., Odden, J., Moa, P. F., Ahlqvist, P., Kvam, T., Franzen, R. and Segerstrom, P.",2006,"Survival rates and causes of mortality in Eurasian lynx (Lynx lynx) in multi-use landscapes","Biological Conservation","131","1","23-32"
"53998","South, S. H., Steiner, D. and Arnqvist, G.",2009,"Male mating costs in a polygynous mosquito with ornaments expressed in both sexes","Proceedings of the Royal Society B-Biological Sciences","276"," 1673 ","3671-3678"
"60713","Galaz, V., Crona, B., Daw, T., Bodin, O., Nystrom, M. and Olsson, P.",2010,"Can web crawlers revolutionize ecological monitoring?","Frontiers in Ecology and the Environment","8"," 2 ","99-104"
"78379","Cui, Z. L., Wu, L., Ye, Y. L., Ma, W. Q., Chen, X. P. and Zhang, F. S.",2014,"Trade-offs between high yields and greenhouse gas emissions in irrigation wheat cropland in China","Biogeosciences","11"," 8 ","2287-2294"
"39906","Kail, J. and Hering, D.",2005,"Using large wood to restore streams in Central Europe: potential use and likely effects","Landscape Ecology","20","6","755-772"
"78034","Gremer, J. R. and Venable, D. L.",2014,"Bet hedging in desert winter annual plants: optimal germination strategies in a variable environment","Ecology Letters","17"," 3 ","380-387"
"46164","Schreinemachers, P., Berger, T. and Aune, J. B.",2007,"Simulating soil fertility and poverty dynamics in Uganda: A bio-economic multi-agent systems approach","Ecological Economics","64","2","387-401"
"54821","Normand, S., Treier, U. A., Randin, C., Vittoz, P., Guisan, A. and Svenning, J. C.",2009,"Importance of abiotic stress as a range-limit determinant for European plants: insights from species responses to climatic gradients","Global Ecology and Biogeography","18"," 4 ","437-449"
"77334","Nagel, T. A., Svoboda, M. and Kobal, M.",2014,"Disturbance, life history traits, and dynamics in an old-growth forest landscape of southeastern Europe","Ecological Applications","24"," 4 ","663-679"
"46027","Smilauerova, M. and Smilauer, P.",2007,"What youngsters say about adults: seedling roots reflect clonal traits of adult plants","Journal of Ecology","95","3","406-413"
"35457","Quinn, M. A.",2004,"Influence of habitat fragmentation and crop system on Columbia Basin shrubsteppe communities","Ecological Applications","14","6","1634-1655"
"66822","Williams, M. A. and Baker, W. L.",2012,"Comparison of the Higher-Severity Fire Regime in Historical (A.D. 1800s) and Modern (A.D. 1984-2009) Montane Forests Across 624,156 ha of the Colorado Front Range","Ecosystems","15"," 5 ","832-847"
"51608","Jones, M. M., Tuomisto, H., Borcard, D., Legendre, P., Clark, D. B. and Olivas, P. C.",2008,"Explaining variation in tropical plant community composition: influence of environmental and spatial data quality","Oecologia","155"," 3 ","593-604"
"53045","Bilyeu, D. M., Cooper, D. J. and Hobbs, N. T.",2008,"Water tables constrain height recovery of willow on Yellowstone's northern range","Ecological Applications","18"," 1 ","80-92"
"72019","Teal, L. R., Parker, E. R. and Solan, M.",2013,"Coupling bioturbation activity to metal (Fe and Mn) profiles in situ","Biogeosciences","10"," 4 ","2365-2378"
"71548","Wilson, J. W., Mills, M. G. L., Wilson, R. P., Peters, G., Mills, M. E. J., Speakman, J. R., Durant, S. M., Bennett, N. C., Marks, N. J. and Scantlebury, M.",2013,"Cheetahs, Acinonyx jubatus, balance turn capacity with pace when chasing prey","Biology Letters","9"," 5 ",""
"50178","Schmidt, S. K., Reed, S. C., Nemergut, D. R., Grandy, A. S., Cleveland, C. C., Weintraub, M. N., Hill, A. W., Costello, E. K., Meyer, A. F., Neff, J. C. and Martin, A. M.",2008,"The earliest stages of ecosystem succession in high-elevation (5000 metres above sea level), recently deglaciated soils","Proceedings of the Royal Society B-Biological Sciences","275"," 1653 ","2793-2802"
"51020","Meiri, S., Cooper, N. and Purvis, A.",2008,"The island rule: made to be broken?","Proceedings of the Royal Society B-Biological Sciences","275"," 1631 ","141-148"
"34627","Woinarski, J. C. Z. and Catterall, C. P.",2004,"Historical changes in the bird fauna at Coomooboolaroo, northeastern Australia, from the early years of pastoral settlement (1873) to 1999","Biological Conservation","116","3","379-401"
"65242","Gangsto, R., Joos, F. and Gehlen, M.",2011,"Sensitivity of pelagic calcification to ocean acidification","Biogeosciences","8"," 2 ","433-458"
"38620","Schutten, J., Dainty, J. and Davy, A. J.",2005,"Root anchorage and its significance for submerged plants in shallow lakes","Journal of Ecology","93","3","556-571"
"47990","Grover, C. D., Kay, A. D., Monson, J. A., Marsh, T. C. and Holway, D. A.",2007,"Linking nutrition and behavioural dominance: carbohydrate scarcity limits aggression and activity in Argentine ants","Proceedings of the Royal Society B-Biological Sciences","274"," 1628 ","2951-2957"
"74270","Januchowski-Hartley, S. R., McIntyre, P. B., Diebel, M., Doran, P. J., Infante, D. M., Joseph, C. and Allan, J. D.",2013,"Restoring aquatic ecosystem connectivity requires expanding inventories of both dams and road crossings","Frontiers in Ecology and the Environment","11"," 4 ","211-217"
"34881","Turner, A. H.",2004,"Crocodyliform biogeography during the Cretaceous: evidence of Gondwanan vicariance from biogeographical analysis","Proceedings of the Royal Society B-Biological Sciences","271","1552","2003-2009"
"38255","Tudela, S., Kai, A. K., Maynou, F., El Andalossi, M. and Guglielmi, P.",2005,"Driftnet fishing and biodiversity conservation: the case study of the large-scale Moroccan driftnet fleet operating in the Alboran Sea (SW Mediterranean)","Biological Conservation","121","1","65-78"
"46523","Pons, J. and Pausas, J. G.",2007,"Acorn dispersal estimated by radio-tracking","Oecologia","153"," 4 ","903-911"
"49162","Banks, P. B. and Bryant, J. V.",2007,"Four-legged friend or foe? Dog walking displaces native birds from natural areas","Biology Letters","3"," 6 ","611-613"
"40315","Gorresen, P. M., Willig, M. R. and Strauss, R. E.",2005,"Multivariate analysis of scale-dependent associations between bats and landscape structure","Ecological Applications","15","6","2126-2136"
"64822","Holt, C. A., Fuller, R. J. and Dolman, P. M.",2011,"Breeding and post-breeding responses of woodland birds to modification of habitat structure by deer","Biological Conservation","144"," 9 ","2151-2162"
"53020","Bluff, L. A. and Rutz, C.",2008,"A quick guide to video-tracking birds","Biology Letters","4"," 4 ","319-322"
